id,source_id,destination_id,created_at,hours
1,23,30,2025-07-19T11:32:29+00:00,8.4
2,30,9,2025-07-19T11:32:29+00:00,3.683333333333333
3,9,38,2025-07-19T11:32:29+00:00,18.966666666666665
4,38,45,2025-07-19T11:32:29+00:00,1.9833333333333332
5,45,33,2025-07-19T11:32:29+00:00,1.45
6,33,36,2025-07-19T11:32:29+00:00,0.7333333333333333
7,36,53,2025-07-19T11:32:29+00:00,2.2
8,28,21,2025-07-19T11:32:29+00:00,10.466666666666669
9,21,15,2025-07-19T11:32:29+00:00,2.1333333333333333
10,15,20,2025-07-19T11:32:29+00:00,1.2
11,20,60,2025-07-19T11:32:29+00:00,0.9333333333333332
12,60,14,2025-07-19T11:32:29+00:00,0.0833333333333333
13,14,53,2025-07-19T11:32:29+00:00,4.466666666666667
14,2,54,2025-07-19T11:32:29+00:00,2.833333333333333
15,54,16,2025-07-19T11:32:29+00:00,5.3
16,16,20,2025-07-19T11:32:29+00:00,7.766666666666667
17,20,60,2025-07-19T11:32:29+00:00,4.366666666666666
18,60,14,2025-07-19T11:32:29+00:00,0.0833333333333333
19,14,53,2025-07-19T11:32:29+00:00,4.983333333333333
20,2,54,2025-07-19T11:32:29+00:00,1.0333333333333334
21,54,37,2025-07-19T11:32:29+00:00,8.966666666666667
22,37,16,2025-07-19T11:32:29+00:00,3.0166666666666666
23,16,20,2025-07-19T11:32:29+00:00,7.65
24,20,60,2025-07-19T11:32:29+00:00,4.55
25,60,14,2025-07-19T11:32:29+00:00,0.0833333333333333
26,14,53,2025-07-19T11:32:29+00:00,3.75
27,47,19,2025-07-19T11:32:29+00:00,3.4166666666666665
28,19,59,2025-07-19T11:32:29+00:00,0.5833333333333334
29,59,18,2025-07-19T11:32:29+00:00,1.0833333333333333
30,18,10,2025-07-19T11:32:29+00:00,8.15
31,10,24,2025-07-19T11:32:29+00:00,1.1333333333333333
32,24,52,2025-07-19T11:32:29+00:00,2.966666666666667
33,52,53,2025-07-19T11:32:29+00:00,3.533333333333333
34,28,21,2025-07-19T11:32:29+00:00,0.5
35,21,15,2025-07-19T11:32:29+00:00,1.6
36,15,20,2025-07-19T11:32:29+00:00,0.2
37,20,60,2025-07-19T11:32:29+00:00,0.8333333333333334
38,60,14,2025-07-19T11:32:29+00:00,0.0666666666666666
39,14,53,2025-07-19T11:32:29+00:00,3.55
40,2,54,2025-07-19T11:32:29+00:00,4.416666666666667
41,54,37,2025-07-19T11:32:29+00:00,7.9
42,37,16,2025-07-19T11:32:29+00:00,3.1166666666666667
43,16,20,2025-07-19T11:32:29+00:00,7.8
44,20,60,2025-07-19T11:32:29+00:00,1.0833333333333333
45,60,14,2025-07-19T11:32:29+00:00,1.6166666666666667
46,14,53,2025-07-19T11:32:29+00:00,4.65
47,12,19,2025-07-19T11:32:29+00:00,0.2
48,19,18,2025-07-19T11:32:29+00:00,4.5
49,18,10,2025-07-19T11:32:29+00:00,7.7
50,10,24,2025-07-19T11:32:29+00:00,1.0666666666666669
51,24,52,2025-07-19T11:32:29+00:00,1.45
52,52,53,2025-07-19T11:32:29+00:00,4.683333333333334
53,2,54,2025-07-19T11:32:29+00:00,2.45
54,54,37,2025-07-19T11:32:29+00:00,8.266666666666667
55,37,16,2025-07-19T11:32:29+00:00,3.033333333333333
56,16,20,2025-07-19T11:32:29+00:00,7.1
57,20,60,2025-07-19T11:32:29+00:00,1.25
58,60,14,2025-07-19T11:32:29+00:00,0.0333333333333333
59,14,53,2025-07-19T11:32:29+00:00,3.783333333333333
60,28,21,2025-07-19T11:32:29+00:00,0.9833333333333332
61,21,15,2025-07-19T11:32:29+00:00,6.533333333333333
62,15,20,2025-07-19T11:32:29+00:00,0.3666666666666666
63,20,60,2025-07-19T11:32:29+00:00,1.25
64,60,14,2025-07-19T11:32:29+00:00,0.0333333333333333
