id,vertex_id,created_at,hours
1,30,2025-07-19T11:32:28+00:00,0.4166666666666667
2,9,2025-07-19T11:32:28+00:00,30.28333333333333
3,38,2025-07-19T11:32:28+00:00,0.0166666666666666
4,45,2025-07-19T11:32:28+00:00,3.0166666666666666
5,33,2025-07-19T11:32:28+00:00,1.7666666666666666
6,36,2025-07-19T11:32:28+00:00,0.4833333333333333
7,15,2025-07-19T11:32:28+00:00,1.3166666666666669
8,20,2025-07-19T11:32:28+00:00,4.35
9,60,2025-07-19T11:32:28+00:00,1.4833333333333334
10,14,2025-07-19T11:32:28+00:00,70.85
11,16,2025-07-19T11:32:28+00:00,73.08333333333333
12,20,2025-07-19T11:32:28+00:00,5.383333333333334
13,60,2025-07-19T11:32:28+00:00,1.5166666666666666
14,14,2025-07-19T11:32:28+00:00,0.3
15,16,2025-07-19T11:32:28+00:00,4.966666666666667
16,20,2025-07-19T11:32:28+00:00,3.583333333333333
17,60,2025-07-19T11:32:28+00:00,1.5166666666666666
18,14,2025-07-19T11:32:28+00:00,1.5333333333333334
19,59,2025-07-19T11:32:28+00:00,2.9
20,18,2025-07-19T11:32:28+00:00,5.55
21,10,2025-07-19T11:32:28+00:00,9.35
22,24,2025-07-19T11:32:28+00:00,0.6833333333333333
23,52,2025-07-19T11:32:28+00:00,0.2166666666666666
24,15,2025-07-19T11:32:28+00:00,1.0666666666666669
25,20,2025-07-19T11:32:28+00:00,3.883333333333333
26,60,2025-07-19T11:32:28+00:00,1.4
27,14,2025-07-19T11:32:28+00:00,0.35
28,16,2025-07-19T11:32:28+00:00,4.15
29,20,2025-07-19T11:32:28+00:00,54.88333333333333
30,60,2025-07-19T11:32:28+00:00,1.6333333333333333
31,14,2025-07-19T11:32:28+00:00,0.4
32,18,2025-07-19T11:32:28+00:00,2.6333333333333333
33,10,2025-07-19T11:32:28+00:00,9.5
34,24,2025-07-19T11:32:28+00:00,2.0
35,52,2025-07-19T11:32:28+00:00,0.9666666666666668
36,16,2025-07-19T11:32:28+00:00,5.1
37,20,2025-07-19T11:32:28+00:00,8.0
38,60,2025-07-19T11:32:28+00:00,2.033333333333333
39,14,2025-07-19T11:32:28+00:00,1.2166666666666666
40,15,2025-07-19T11:32:28+00:00,19.516666666666666
41,20,2025-07-19T11:32:28+00:00,2.5
42,60,2025-07-19T11:32:28+00:00,2.033333333333333
43,14,2025-07-19T11:32:28+00:00,2.1333333333333333
44,4,2025-07-19T11:32:28+00:00,3.716666666666667
45,45,2025-07-19T11:32:28+00:00,49.03333333333333
46,33,2025-07-19T11:32:28+00:00,1.4833333333333334
47,36,2025-07-19T11:32:28+00:00,3.5
48,18,2025-07-19T11:32:28+00:00,6.783333333333333
49,10,2025-07-19T11:32:28+00:00,6.65
50,24,2025-07-19T11:32:28+00:00,37.91666666666666
51,52,2025-07-19T11:32:28+00:00,0.65
52,22,2025-07-19T11:32:28+00:00,0.8333333333333334
53,45,2025-07-19T11:32:28+00:00,4.55
54,33,2025-07-19T11:32:28+00:00,0.75
55,36,2025-07-19T11:32:28+00:00,0.8833333333333333
56,22,2025-07-19T11:32:28+00:00,0.8333333333333334
57,45,2025-07-19T11:32:28+00:00,4.5
58,33,2025-07-19T11:32:28+00:00,1.15
59,36,2025-07-19T11:32:28+00:00,1.0333333333333334
60,22,2025-07-19T11:32:28+00:00,0.6333333333333333
61,45,2025-07-19T11:32:28+00:00,4.6
62,33,2025-07-19T11:32:28+00:00,1.0
63,36,2025-07-19T11:32:28+00:00,0.3166666666666666
64,59,2025-07-19T11:32:28+00:00,2.583333333333333
65,18,2025-07-19T11:32:28+00:00,5.466666666666667
66,10,2025-07-19T11:32:28+00:00,9.616666666666667
67,24,2025-07-19T11:32:28+00:00,0.7833333333333333
68,52,2025-07-19T11:32:28+00:00,0.6166666666666667
69,3,2025-07-19T11:32:28+00:00,8.15
70,43,2025-07-19T11:32:28+00:00,0.1333333333333333
71,57,2025-07-19T11:32:28+00:00,0.0166666666666666
72,10,2025-07-19T11:32:28+00:00,6.433333333333334
73,24,2025-07-19T11:32:28+00:00,10.5
74,52,2025-07-19T11:32:28+00:00,1.2
75,29,2025-07-19T11:32:28+00:00,2.7333333333333334
76,45,2025-07-19T11:32:28+00:00,4.666666666666667
77,33,2025-07-19T11:32:28+00:00,1.2333333333333334
78,36,2025-07-19T11:32:28+00:00,1.2666666666666666
79,48,2025-07-19T11:32:28+00:00,1.4166666666666667
80,6,2025-07-19T11:32:28+00:00,3.883333333333333
81,20,2025-07-19T11:32:28+00:00,29.75
82,45,2025-07-19T11:32:28+00:00,3.3
83,10,2025-07-19T11:32:28+00:00,16.15
84,45,2025-07-19T11:32:28+00:00,71.1
85,33,2025-07-19T11:32:28+00:00,1.5666666666666669
86,15,2025-07-19T11:32:28+00:00,0.7833333333333333
87,20,2025-07-19T11:32:28+00:00,48.63333333333333
88,60,2025-07-19T11:32:28+00:00,1.9833333333333332
89,14,2025-07-19T11:32:28+00:00,1.0333333333333334
90,6,2025-07-19T11:32:28+00:00,6.616666666666666
91,26,2025-07-19T11:32:28+00:00,0.0166666666666666
92,45,2025-07-19T11:32:28+00:00,4.866666666666666
93,33,2025-07-19T11:32:28+00:00,0.75
94,36,2025-07-19T11:32:28+00:00,2.1333333333333333
95,18,2025-07-19T11:32:28+00:00,14.416666666666666
96,10,2025-07-19T11:32:28+00:00,10.95
97,24,2025-07-19T11:32:28+00:00,28.73333333333333
98,52,2025-07-19T11:32:28+00:00,1.1666666666666667
99,9,2025-07-19T11:32:28+00:00,1.7166666666666666
100,6,2025-07-19T11:32:28+00:00,5.366666666666666
101,55,2025-07-19T11:32:28+00:00,3.583333333333333
102,45,2025-07-19T11:32:28+00:00,9.65
103,33,2025-07-19T11:32:28+00:00,0.8666666666666667
104,36,2025-07-19T11:32:28+00:00,3.8666666666666663
105,15,2025-07-19T11:32:28+00:00,1.2666666666666666
106,20,2025-07-19T11:32:28+00:00,4.0
107,60,2025-07-19T11:32:28+00:00,1.1
108,14,2025-07-19T11:32:28+00:00,0.3166666666666666
109,3,2025-07-19T11:32:28+00:00,6.75
110,49,2025-07-19T11:32:28+00:00,0.55
111,10,2025-07-19T11:32:28+00:00,8.566666666666666
112,24,2025-07-19T11:32:28+00:00,7.566666666666666
113,52,2025-07-19T11:32:28+00:00,1.1
114,58,2025-07-19T11:32:28+00:00,5.55
115,10,2025-07-19T11:32:28+00:00,6.316666666666666
116,24,2025-07-19T11:32:28+00:00,11.483333333333333
117,52,2025-07-19T11:32:28+00:00,24.5
118,9,2025-07-19T11:32:28+00:00,15.133333333333333
119,6,2025-07-19T11:32:28+00:00,9.7
120,35,2025-07-19T11:32:28+00:00,6.033333333333333
121,56,2025-07-19T11:32:28+00:00,4.433333333333334
122,33,2025-07-19T11:32:28+00:00,2.2666666666666666
123,36,2025-07-19T11:32:28+00:00,1.7
124,16,2025-07-19T11:32:28+00:00,13.25
125,20,2025-07-19T11:32:28+00:00,22.216666666666665
126,60,2025-07-19T11:32:28+00:00,1.7
127,14,2025-07-19T11:32:28+00:00,0.8333333333333334
128,16,2025-07-19T11:32:28+00:00,5.383333333333334
129,20,2025-07-19T11:32:28+00:00,31.766666666666666
