id,site_id,shape,loc,scale,skewness,kurtosis,median,mean,std_dev,n
1,3,0.6250910521524736,1.1999999999999997,29.232137226487353,1.248738994733517,0.5175785425694746,13.55,24.92046783625731,23.66427972904904,57
