id,vertex_id,created_at,hours
1,27,2025-07-25T07:16:45+00:00,0.4166666666666667
2,39,2025-07-25T07:16:45+00:00,30.28333333333333
3,28,2025-07-25T07:16:45+00:00,0.0166666666666666
4,1,2025-07-25T07:16:45+00:00,3.0166666666666666
5,34,2025-07-25T07:16:45+00:00,1.7666666666666666
6,56,2025-07-25T07:16:45+00:00,0.4833333333333333
7,43,2025-07-25T07:16:45+00:00,1.3166666666666669
8,35,2025-07-25T07:16:45+00:00,4.35
9,55,2025-07-25T07:16:45+00:00,1.4833333333333334
10,38,2025-07-25T07:16:45+00:00,70.85
11,50,2025-07-25T07:16:45+00:00,73.08333333333333
12,35,2025-07-25T07:16:45+00:00,5.383333333333334
13,55,2025-07-25T07:16:45+00:00,1.5166666666666666
14,38,2025-07-25T07:16:45+00:00,0.3
15,50,2025-07-25T07:16:45+00:00,4.966666666666667
16,35,2025-07-25T07:16:45+00:00,3.583333333333333
17,55,2025-07-25T07:16:45+00:00,1.5166666666666666
18,38,2025-07-25T07:16:45+00:00,1.5333333333333334
19,12,2025-07-25T07:16:45+00:00,2.9
20,49,2025-07-25T07:16:45+00:00,5.55
21,5,2025-07-25T07:16:45+00:00,9.35
22,3,2025-07-25T07:16:45+00:00,0.6833333333333333
23,58,2025-07-25T07:16:45+00:00,0.2166666666666666
24,43,2025-07-25T07:16:45+00:00,1.0666666666666669
25,35,2025-07-25T07:16:45+00:00,3.883333333333333
26,55,2025-07-25T07:16:45+00:00,1.4
27,38,2025-07-25T07:16:45+00:00,0.35
28,50,2025-07-25T07:16:45+00:00,4.15
29,35,2025-07-25T07:16:45+00:00,54.88333333333333
30,55,2025-07-25T07:16:45+00:00,1.6333333333333333
31,38,2025-07-25T07:16:45+00:00,0.4
32,49,2025-07-25T07:16:45+00:00,2.6333333333333333
33,5,2025-07-25T07:16:45+00:00,9.5
34,3,2025-07-25T07:16:45+00:00,2.0
35,58,2025-07-25T07:16:45+00:00,0.9666666666666668
36,50,2025-07-25T07:16:45+00:00,5.1
37,35,2025-07-25T07:16:45+00:00,8.0
38,55,2025-07-25T07:16:45+00:00,2.033333333333333
39,38,2025-07-25T07:16:45+00:00,1.2166666666666666
40,43,2025-07-25T07:16:45+00:00,19.516666666666666
41,35,2025-07-25T07:16:45+00:00,2.5
42,55,2025-07-25T07:16:45+00:00,2.033333333333333
43,38,2025-07-25T07:16:45+00:00,2.1333333333333333
44,25,2025-07-25T07:16:45+00:00,3.716666666666667
45,1,2025-07-25T07:16:45+00:00,49.03333333333333
46,34,2025-07-25T07:16:45+00:00,1.4833333333333334
47,56,2025-07-25T07:16:45+00:00,3.5
48,49,2025-07-25T07:16:45+00:00,6.783333333333333
49,5,2025-07-25T07:16:45+00:00,6.65
50,3,2025-07-25T07:16:45+00:00,37.91666666666666
51,58,2025-07-25T07:16:45+00:00,0.65
52,22,2025-07-25T07:16:45+00:00,0.8333333333333334
53,1,2025-07-25T07:16:45+00:00,4.55
54,34,2025-07-25T07:16:45+00:00,0.75
55,56,2025-07-25T07:16:45+00:00,0.8833333333333333
56,22,2025-07-25T07:16:45+00:00,0.8333333333333334
57,1,2025-07-25T07:16:45+00:00,4.5
58,34,2025-07-25T07:16:45+00:00,1.15
59,56,2025-07-25T07:16:45+00:00,1.0333333333333334
60,22,2025-07-25T07:16:45+00:00,0.6333333333333333
61,1,2025-07-25T07:16:45+00:00,4.6
62,34,2025-07-25T07:16:45+00:00,1.0
63,56,2025-07-25T07:16:45+00:00,0.3166666666666666
64,12,2025-07-25T07:16:45+00:00,2.583333333333333
65,49,2025-07-25T07:16:45+00:00,5.466666666666667
66,5,2025-07-25T07:16:45+00:00,9.616666666666667
67,3,2025-07-25T07:16:45+00:00,0.7833333333333333
68,58,2025-07-25T07:16:45+00:00,0.6166666666666667
69,48,2025-07-25T07:16:45+00:00,8.15
70,44,2025-07-25T07:16:45+00:00,0.1333333333333333
71,10,2025-07-25T07:16:45+00:00,0.0166666666666666
72,5,2025-07-25T07:16:45+00:00,6.433333333333334
