id,site_id,carrier_id,shape,loc,scale,skewness,kurtosis,median,mean,std_dev,n
1,3,2,1.2959969251636951,30.957236343361465,20.711400404200216,0.7520099047704482,-0.6471798205327861,48.733333333333334,57.79912280701754,21.890451781018808,57
