id,source_id,destination_id,timestamp,created_at,n_interpolation_points,step_distance_km,value
25,49,5,2025-01-14T11:49+00:00,2025-07-25T07:16:47+00:00,2,1463.1842370643592,0.14679033980138237
26,5,3,2025-01-15T03:39+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.1915453485614675
27,3,58,2025-01-15T08:04+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.14185106490048777
28,58,6,2025-01-15T08:17+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.14185106490048777
29,7,43,2025-01-13T21:21+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.03626371637464835
30,43,35,2025-01-13T22:32+00:00,2025-07-25T07:16:47+00:00,4,200.0,0.1150667320455498
31,35,55,2025-01-14T03:02+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.17946151940732682
32,55,38,2025-01-14T04:44+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.1443031340905187
33,38,6,2025-01-14T05:09+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.12346704756522399
34,19,51,2025-01-16T18:09+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.05625293357316735
35,51,50,2025-01-17T03:36+00:00,2025-07-25T07:16:47+00:00,5,328.9480959556589,0.1443031340905187
36,50,35,2025-01-17T09:19+00:00,2025-07-25T07:16:47+00:00,2,1749.8916974753722,0.12131883789173684
37,35,55,2025-01-20T01:03+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.5
38,55,38,2025-01-20T02:43+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.02711971720176304
39,38,6,2025-01-20T04:44+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.02711971720176304
40,13,11,2025-01-22T03:00+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.1570954688854527
41,11,49,2025-01-22T05:15+00:00,2025-07-25T07:16:47+00:00,5,562.3132630004995,0.7790261077798123
42,49,5,2025-01-22T10:08+00:00,2025-07-25T07:16:47+00:00,2,1463.1842370643592,0.44028635073280714
43,5,3,2025-01-23T03:41+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.5
44,3,58,2025-01-23T06:24+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.5
45,58,6,2025-01-23T08:49+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.022753943462803985
46,19,51,2025-01-21T18:10+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.8145725807070178
47,51,50,2025-01-22T05:28+00:00,2025-07-25T07:16:47+00:00,5,328.9480959556589,0.8320183851339245
48,50,35,2025-01-22T10:34+00:00,2025-07-25T07:16:47+00:00,2,1749.8916974753722,0.8455347349164652
49,35,55,2025-01-23T01:40+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.5
50,55,38,2025-01-23T04:57+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.026596993576865856
51,38,6,2025-01-23T06:12+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.5
52,7,43,2025-01-22T02:17+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.06660803557509065
53,43,35,2025-01-22T22:02+00:00,2025-07-25T07:16:47+00:00,4,200.0,0.5
54,35,55,2025-01-23T00:40+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.5
55,55,38,2025-01-23T03:57+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.5
56,38,6,2025-01-23T06:07+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.5
57,25,1,2025-01-31T22:33+00:00,2025-07-25T07:16:47+00:00,4,200.0,0.10909682119561294
58,1,34,2025-02-03T00:28+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.13010847436299783
59,34,56,2025-02-03T04:35+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.0678622935769945
60,56,6,2025-02-03T08:05+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.04742587317756678
61,47,11,2025-01-24T23:07+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.0065611931340162225
62,11,49,2025-01-25T02:05+00:00,2025-07-25T07:16:47+00:00,5,562.3132630004995,0.2535060166623378
63,49,5,2025-01-25T11:17+00:00,2025-07-25T07:16:47+00:00,2,1463.1842370643592,0.19781611144141822
64,5,3,2025-01-26T01:45+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.5
65,3,58,2025-01-28T04:40+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.5
66,58,6,2025-01-28T08:32+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.5
67,22,1,2025-02-04T23:20+00:00,2025-07-25T07:16:47+00:00,4,200.0,0.14185106490048777
68,1,34,2025-02-05T03:53+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.1652048701906146
69,34,56,2025-02-05T06:13+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.09975048911968513
70,56,6,2025-02-05T08:05+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.08166025546159467
71,22,1,2025-02-05T23:01+00:00,2025-07-25T07:16:47+00:00,4,200.0,0.06537533342557263
72,1,34,2025-02-06T04:54+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.09796880429755393
73,34,56,2025-02-06T07:12+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.09975048911968513
74,56,6,2025-02-06T08:14+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.09796880429755393
75,22,1,2025-02-03T21:11+00:00,2025-07-25T07:16:47+00:00,4,200.0,0.5
76,1,34,2025-02-04T03:51+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.1624650625806961
77,34,56,2025-02-04T06:48+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.04742587317756678
78,56,6,2025-02-04T08:09+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.04653047451473147
79,47,11,2025-01-27T20:53+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.009756665624551356
80,11,12,2025-01-28T00:30+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.008836400460607715
81,12,49,2025-01-28T03:40+00:00,2025-07-25T07:16:47+00:00,5,563.6990201145356,0.0731011734223782
82,49,5,2025-01-28T09:43+00:00,2025-07-25T07:16:47+00:00,2,1463.1842370643592,0.04393981539614132
83,5,3,2025-01-29T03:58+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.5
84,3,58,2025-01-29T07:53+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.0678622935769945
85,58,6,2025-01-29T08:30+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.04833762871990519
86,8,48,2025-02-06T14:09+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.401312339887548
87,48,44,2025-02-06T22:18+00:00,2025-07-25T07:16:47+00:00,5,912.2496435720398,0.5
88,44,10,2025-02-07T09:59+00:00,2025-07-25T07:16:47+00:00,5,552.2416099480349,0.08166025546159462
89,10,5,2025-02-07T10:00+00:00,2025-07-25T07:16:47+00:00,5,1316.5463320721803,0.09975048911968513
90,5,3,2025-02-08T00:45+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.5
91,3,58,2025-02-09T19:30+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.5
92,58,6,2025-02-10T08:27+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.5
93,37,1,2025-01-30T21:08+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.7190996574163839
94,1,34,2025-01-31T03:22+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.5
95,34,56,2025-01-31T06:06+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.03992533395281379
96,56,6,2025-01-31T08:19+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.027652422322823122
97,30,31,2025-02-10T14:55+00:00,2025-07-25T07:16:47+00:00,3,375.24088920059484,0.08317269649392235
98,31,35,2025-02-11T13:28+00:00,2025-07-25T07:16:47+00:00,5,2311.601859334368,0.27289178365887046
99,35,1,2025-02-13T01:30+00:00,2025-07-25T07:16:47+00:00,3,200.0,0.5
100,1,5,2025-02-13T04:48+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.5
101,5,1,2025-02-14T02:05+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.75
102,1,34,2025-02-17T01:11+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.3015347839974612
103,34,56,2025-02-17T05:11+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.03992533395281379
104,56,6,2025-02-17T06:14+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.03992533395281379
105,7,43,2025-01-31T21:01+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.03422415769239588
106,43,35,2025-01-31T22:00+00:00,2025-07-25T07:16:47+00:00,4,200.0,0.0731011734223782
107,35,55,2025-02-02T22:45+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.11920292202211755
108,55,38,2025-02-03T04:00+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.0678622935769945
109,38,6,2025-02-03T05:02+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.06913842034334682
110,31,62,2025-02-06T08:56+00:00,2025-07-25T07:16:47+00:00,5,2410.8977872717533,0.5
111,62,1,2025-02-06T21:53+00:00,2025-07-25T07:16:47+00:00,4,217.09706694528168,0.05732417589886873
112,1,34,2025-02-07T04:37+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.08017291217281233
113,34,56,2025-02-07T07:10+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.08017291217281233
114,56,6,2025-02-07T09:18+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.039165722796764356
115,13,11,2025-02-08T19:35+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.09112296101485612
116,11,49,2025-02-09T10:04+00:00,2025-07-25T07:16:47+00:00,5,562.3132630004995,0.75
117,49,5,2025-02-10T00:29+00:00,2025-07-25T07:16:47+00:00,2,1463.1842370643592,0.06416387640517393
118,5,3,2025-02-10T19:47+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.5
119,3,58,2025-02-12T01:47+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.5
120,58,6,2025-02-12T08:01+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.018342890697743287
121,39,31,2025-02-14T15:29+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.09279295311715698
122,31,57,2025-02-15T08:17+00:00,2025-07-25T07:16:47+00:00,5,2294.2721945653375,0.23147521650098232
123,57,1,2025-02-16T09:06+00:00,2025-07-25T07:16:47+00:00,3,200.0,0.17946151940732682
124,1,34,2025-02-17T00:11+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.289050497374996
125,34,56,2025-02-17T04:19+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.039165722796764356
126,56,6,2025-02-17T08:11+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.04742587317756678
127,6,43,2025-02-12T20:47+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.044787703049786715
128,43,35,2025-02-12T22:03+00:00,2025-07-25T07:16:47+00:00,4,200.0,0.04653047451473147
129,35,55,2025-02-13T02:43+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.06416387640517393
130,55,38,2025-02-13T04:17+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.018706509954354595
131,38,6,2025-02-13T04:40+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.018706509954354595
132,27,48,2025-02-21T12:43+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.13943387296165005
133,48,4,2025-02-21T22:27+00:00,2025-07-25T07:16:47+00:00,5,1975.454918476088,0.31002551887238755
134,4,5,2025-02-22T12:09+00:00,2025-07-25T07:16:47+00:00,4,564.6343845041857,0.75
135,5,3,2025-02-23T03:47+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.5
136,3,58,2025-02-24T07:44+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.023202938145644076
137,58,6,2025-02-24T08:50+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.018706509954354595
138,60,59,2025-02-21T04:02+00:00,2025-07-25T07:16:47+00:00,4,200.0,0.21755022357688744
139,59,5,2025-02-21T10:16+00:00,2025-07-25T07:16:47+00:00,2,1510.0402961062882,0.15976199694366905
140,5,3,2025-02-22T21:31+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.5
141,3,58,2025-02-24T07:51+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.023202938145644076
142,58,6,2025-02-25T13:12+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.5
143,39,31,2025-02-26T10:14+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.01798620996209156
144,31,9,2025-02-27T03:03+00:00,2025-07-25T07:16:47+00:00,4,1603.3385369061978,0.01598484834220258
145,9,23,2025-02-27T13:56+00:00,2025-07-25T07:16:47+00:00,2,970.655244763715,0.007103773724388775
146,23,34,2025-02-28T03:43+00:00,2025-07-25T07:16:47+00:00,4,200.0,0.039165722796764356
147,34,56,2025-02-28T06:15+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.5
148,56,6,2025-02-28T08:55+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.032295464698450495
149,19,51,2025-03-01T01:57+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.11304583007207897
150,51,50,2025-03-01T01:57+00:00,2025-07-25T07:16:47+00:00,5,328.9480959556589,0.11304583007207897
151,50,35,2025-03-01T19:54+00:00,2025-07-25T07:16:47+00:00,2,1749.8916974753722,0.03047203326464415
152,35,55,2025-03-02T23:45+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.08786391482930125
153,55,38,2025-03-03T04:45+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.05841455554239623
154,38,6,2025-03-03T05:35+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.04926600608402663
155,19,51,2025-03-03T18:18+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.025086962153479813
156,51,50,2025-03-04T05:00+00:00,2025-07-25T07:16:47+00:00,5,328.9480959556589,0.04833762871990519
157,50,35,2025-03-04T12:15+00:00,2025-07-25T07:16:47+00:00,2,1749.8916974753722,0.12564785651534566
158,35,55,2025-03-06T02:03+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.05416670048123605
159,55,38,2025-03-06T04:32+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.039165722796764356
160,38,6,2025-03-06T05:20+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.039165722796764356
161,19,50,2025-02-28T06:23+00:00,2025-07-25T07:16:47+00:00,5,345.64812994681307,0.5
162,50,35,2025-02-28T10:21+00:00,2025-07-25T07:16:47+00:00,2,1749.8916974753722,0.08317269649392235
163,35,55,2025-03-02T23:45+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.08786391482930125
164,55,38,2025-03-03T04:45+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.05841455554239623
165,38,6,2025-03-03T05:37+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.04926600608402663
166,63,49,2025-03-13T01:20+00:00,2025-07-25T07:16:47+00:00,2,422.0462984187269,0.020633297226906194
167,49,64,2025-03-13T06:30+00:00,2025-07-25T07:16:47+00:00,5,228.72966336164345,0.029886679803636237
168,64,1,2025-03-13T14:27+00:00,2025-07-25T07:16:47+00:00,3,1790.4268148254373,0.23147521650098232
169,1,34,2025-03-14T04:02+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.5
170,34,56,2025-03-14T06:20+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.5
171,56,6,2025-03-14T10:57+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.5
172,41,49,2025-04-01T00:26+00:00,2025-07-25T07:16:47+00:00,2,888.0290333311368,0.5
173,49,5,2025-04-01T08:22+00:00,2025-07-25T07:16:47+00:00,2,1463.1842370643592,0.5
174,5,3,2025-04-03T02:44+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.03557118927263617
175,3,58,2025-04-03T05:36+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.021457289717603516
176,58,6,2025-04-03T07:18+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.009951801866904317
177,54,64,2025-03-15T04:02+00:00,2025-07-25T07:16:47+00:00,5,243.05837971859987,0.03422415769239588
178,64,1,2025-03-15T15:56+00:00,2025-07-25T07:16:47+00:00,3,1790.4268148254373,0.5
179,1,34,2025-03-16T23:19+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.07043673089281707
180,34,56,2025-03-17T05:08+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.03356922328148251
181,56,6,2025-03-17T08:17+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.014774031693273055
182,39,31,2025-03-20T10:22+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.032295464698450495
183,31,9,2025-03-21T05:46+00:00,2025-07-25T07:16:47+00:00,4,1603.3385369061978,0.09975048911968513
184,9,1,2025-03-22T04:50+00:00,2025-07-25T07:16:47+00:00,4,1065.4602759700067,0.06660803557509065
185,1,34,2025-03-24T00:58+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.5
186,34,56,2025-03-24T03:23+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.01536770556527555
187,56,6,2025-03-24T08:24+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.012128434984274237
188,19,50,2025-03-14T22:33+00:00,2025-07-25T07:16:47+00:00,5,345.64812994681307,0.04565117078444372
189,50,35,2025-03-15T20:57+00:00,2025-07-25T07:16:47+00:00,2,1749.8916974753722,0.5
190,35,55,2025-03-17T00:44+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.5
191,55,38,2025-03-17T05:00+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.03356922328148251
192,38,6,2025-03-17T06:01+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.03356922328148251
193,19,51,2025-03-18T01:23+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.05732417589886873
194,51,50,2025-03-18T01:23+00:00,2025-07-25T07:16:47+00:00,5,328.9480959556589,0.05732417589886873
195,50,35,2025-03-18T12:04+00:00,2025-07-25T07:16:47+00:00,2,1749.8916974753722,0.07727220213665985
196,35,55,2025-03-19T02:35+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.0787103371705352
197,55,38,2025-03-19T04:49+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.08317269649392235
198,38,6,2025-03-19T05:36+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.08317269649392235
199,39,31,2025-03-20T14:30+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.01798620996209156
200,31,9,2025-03-21T08:00+00:00,2025-07-25T07:16:47+00:00,4,1603.3385369061978,0.11304583007207897
201,9,1,2025-03-22T18:04+00:00,2025-07-25T07:16:47+00:00,4,1065.4602759700067,0.03841998550156536
202,1,34,2025-03-24T00:58+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.5
203,34,56,2025-03-24T03:23+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.01536770556527555
204,56,6,2025-03-24T08:24+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.012128434984274237
205,39,31,2025-04-02T16:48+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.009377688862676856
206,31,9,2025-04-03T03:48+00:00,2025-07-25T07:16:47+00:00,4,1603.3385369061978,0.0399253339528138
207,9,1,2025-04-03T12:38+00:00,2025-07-25T07:16:47+00:00,4,1065.4602759700067,0.5
208,1,34,2025-04-04T03:20+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.037687890508605916
209,34,56,2025-04-04T05:14+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.021881270936130466
210,56,6,2025-04-04T09:18+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.01015080088599272
211,19,51,2025-04-10T20:27+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.01536770556527555
212,51,50,2025-04-11T01:58+00:00,2025-07-25T07:16:47+00:00,5,328.9480959556589,0.5
213,50,35,2025-04-11T07:40+00:00,2025-07-25T07:16:47+00:00,2,1749.8916974753722,0.5
214,35,55,2025-04-14T00:04+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.5
215,55,38,2025-04-14T02:09+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.5
216,38,6,2025-04-14T04:35+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.5
217,19,50,2025-04-16T04:19+00:00,2025-07-25T07:16:47+00:00,5,345.64812994681307,0.01536770556527555
218,50,35,2025-04-16T09:09+00:00,2025-07-25T07:16:47+00:00,2,1749.8916974753722,0.023202938145644076
219,35,55,2025-04-17T01:00+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.5
220,55,38,2025-04-17T02:20+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.5
221,38,6,2025-04-17T04:15+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.5
222,39,31,2025-04-17T04:48+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.07727220213665989
223,31,1,2025-04-17T09:34+00:00,2025-07-25T07:16:47+00:00,5,2220.9402361197444,0.05625293357316735
224,1,34,2025-04-18T03:11+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.01630249937144093
225,34,56,2025-04-18T06:11+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.00816257115315989
226,56,6,2025-04-18T09:39+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.009756665624551356
227,19,50,2025-05-08T22:53+00:00,2025-07-25T07:16:47+00:00,5,345.64812994681307,0.032926394798136256
228,50,35,2025-05-09T11:21+00:00,2025-07-25T07:16:47+00:00,2,1749.8916974753722,0.023202938145644076
229,35,55,2025-05-11T23:12+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.00800223481421624
230,55,38,2025-05-12T03:30+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.008326093098433782
231,38,6,2025-05-12T08:51+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.017636340339722667
232,19,51,2025-04-28T17:10+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.01261716067933869
233,51,50,2025-04-29T02:37+00:00,2025-07-25T07:16:47+00:00,5,328.9480959556589,0.0731011734223782
234,50,35,2025-04-29T07:40+00:00,2025-07-25T07:16:47+00:00,2,1749.8916974753722,0.03047203326464415
235,35,55,2025-04-30T01:00+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.010353737531091742
236,55,38,2025-04-30T03:44+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.0065611931340162225
237,38,6,2025-04-30T12:08+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.05732417589886873
238,19,51,2025-05-02T17:10+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.018706509954354595
239,51,50,2025-05-03T02:38+00:00,2025-07-25T07:16:47+00:00,5,328.9480959556589,0.5
240,50,35,2025-05-03T15:51+00:00,2025-07-25T07:16:47+00:00,2,1749.8916974753722,0.5
241,35,55,2025-05-04T23:43+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.5
242,55,38,2025-05-05T02:41+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.5
243,38,6,2025-05-05T05:11+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.5
244,19,51,2025-05-09T01:21+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.07585818002124355
245,51,50,2025-05-09T01:21+00:00,2025-07-25T07:16:47+00:00,5,328.9480959556589,0.07585818002124355
246,50,35,2025-05-09T09:42+00:00,2025-07-25T07:16:47+00:00,2,1749.8916974753722,0.03106848415966741
247,35,55,2025-05-11T23:12+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.00800223481421624
248,55,38,2025-05-12T03:30+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.008326093098433782
249,38,6,2025-05-12T13:21+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.040699053571466484
250,66,51,2025-05-07T17:18+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.00816257115315989
251,51,50,2025-05-07T23:04+00:00,2025-07-25T07:16:47+00:00,5,328.9480959556589,0.051173700917091634
252,50,35,2025-05-08T11:27+00:00,2025-07-25T07:16:47+00:00,2,1749.8916974753722,0.02231343869903224
253,35,55,2025-05-09T01:52+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.5
254,55,38,2025-05-09T01:54+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.5
255,38,6,2025-05-09T03:49+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.5
256,19,51,2025-05-09T01:21+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.07585818002124355
257,51,50,2025-05-09T01:21+00:00,2025-07-25T07:16:47+00:00,5,328.9480959556589,0.07585818002124355
258,50,35,2025-05-09T09:42+00:00,2025-07-25T07:16:47+00:00,2,1749.8916974753722,0.03106848415966741
259,35,55,2025-05-11T23:12+00:00,2025-07-25T07:16:47+00:00,5,200.0,0.00800223481421624
260,55,38,2025-05-12T03:30+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.008326093098433782
261,38,6,2025-05-12T13:21+00:00,2025-07-25T07:16:47+00:00,2,200.0,0.040699053571466484
