id,source_id,destination_id,created_at,hours
82,29,22,2025-07-25T07:16:46+00:00,3.033333333333333
83,22,1,2025-07-25T07:16:46+00:00,1.6166666666666667
84,1,34,2025-07-25T07:16:46+00:00,1.5333333333333334
85,34,56,2025-07-25T07:16:46+00:00,1.0
86,56,6,2025-07-25T07:16:46+00:00,2.55
87,29,22,2025-07-25T07:16:46+00:00,3.1
88,22,1,2025-07-25T07:16:46+00:00,2.066666666666667
89,1,34,2025-07-25T07:16:46+00:00,1.95
90,34,56,2025-07-25T07:16:46+00:00,1.0333333333333334
91,56,6,2025-07-25T07:16:46+00:00,2.466666666666667
92,47,11,2025-07-25T07:16:46+00:00,2.583333333333333
93,11,12,2025-07-25T07:16:46+00:00,1.0333333333333334
94,12,49,2025-07-25T07:16:46+00:00,1.1666666666666667
95,49,5,2025-07-25T07:16:46+00:00,7.916666666666667
96,5,3,2025-07-25T07:16:46+00:00,1.1
97,3,58,2025-07-25T07:16:46+00:00,2.75
98,58,6,2025-07-25T07:16:46+00:00,2.55
99,26,8,2025-07-25T07:16:46+00:00,1.1
100,8,48,2025-07-25T07:16:46+00:00,26.916666666666668
101,48,44,2025-07-25T07:16:46+00:00,6.45
102,44,10,2025-07-25T07:16:46+00:00,5.1
103,10,5,2025-07-25T07:16:46+00:00,8.316666666666666
104,5,3,2025-07-25T07:16:46+00:00,32.25
105,3,58,2025-07-25T07:16:46+00:00,11.75
106,58,6,2025-07-25T07:16:46+00:00,0.8666666666666667
107,15,37,2025-07-25T07:16:46+00:00,8.9
108,37,1,2025-07-25T07:16:46+00:00,1.5666666666666669
109,1,34,2025-07-25T07:16:46+00:00,1.5
110,34,56,2025-07-25T07:16:46+00:00,0.95
111,56,6,2025-07-25T07:16:46+00:00,2.216666666666667
112,65,30,2025-07-25T07:16:46+00:00,3.0166666666666666
113,30,31,2025-07-25T07:16:46+00:00,4.883333333333334
114,31,35,2025-07-25T07:16:46+00:00,18.383333333333333
115,35,1,2025-07-25T07:16:46+00:00,1.6833333333333331
116,1,5,2025-07-25T07:16:46+00:00,2.0166666666666666
117,5,1,2025-07-25T07:16:46+00:00,3.1166666666666667
118,1,34,2025-07-25T07:16:46+00:00,2.433333333333333
119,34,56,2025-07-25T07:16:46+00:00,1.05
120,56,6,2025-07-25T07:16:46+00:00,5.366666666666666
121,32,7,2025-07-25T07:16:46+00:00,0.7
122,7,43,2025-07-25T07:16:46+00:00,1.2666666666666666
123,43,35,2025-07-25T07:16:46+00:00,0.3166666666666666
124,35,55,2025-07-25T07:16:46+00:00,1.2
125,55,38,2025-07-25T07:16:46+00:00,2.066666666666667
126,38,6,2025-07-25T07:16:46+00:00,4.8
127,20,31,2025-07-25T07:16:46+00:00,6.85
128,31,62,2025-07-25T07:16:46+00:00,22.416666666666668
129,62,1,2025-07-25T07:16:46+00:00,2.3
130,1,34,2025-07-25T07:16:46+00:00,2.1333333333333333
131,34,56,2025-07-25T07:16:46+00:00,0.95
132,56,6,2025-07-25T07:16:46+00:00,4.3
133,13,11,2025-07-25T07:16:46+00:00,2.6166666666666667
134,11,49,2025-07-25T07:16:46+00:00,14.483333333333333
135,49,5,2025-07-25T07:16:46+00:00,8.35
136,5,3,2025-07-25T07:16:46+00:00,1.2666666666666666
137,3,58,2025-07-25T07:16:46+00:00,5.066666666666666
138,58,6,2025-07-25T07:16:46+00:00,5.366666666666666
139,21,39,2025-07-25T07:16:46+00:00,5.416666666666667
140,39,31,2025-07-25T07:16:46+00:00,1.7666666666666666
141,31,57,2025-07-25T07:16:46+00:00,19.35
142,57,1,2025-07-25T07:16:46+00:00,16.983333333333334
143,1,34,2025-07-25T07:16:46+00:00,2.1333333333333333
144,34,56,2025-07-25T07:16:46+00:00,1.1333333333333333
145,56,6,2025-07-25T07:16:46+00:00,2.4166666666666665
146,32,43,2025-07-25T07:16:46+00:00,2.2
147,43,35,2025-07-25T07:16:46+00:00,0.45
148,35,55,2025-07-25T07:16:46+00:00,0.6833333333333333
149,55,38,2025-07-25T07:16:46+00:00,0.0666666666666666
150,38,6,2025-07-25T07:16:46+00:00,4.3
151,40,27,2025-07-25T07:16:46+00:00,2.4833333333333334
152,27,48,2025-07-25T07:16:46+00:00,2.9833333333333334
153,48,4,2025-07-25T07:16:46+00:00,13.15
154,4,5,2025-07-25T07:16:46+00:00,2.566666666666667
155,5,3,2025-07-25T07:16:46+00:00,13.633333333333333
156,3,58,2025-07-25T07:16:46+00:00,11.25
157,58,6,2025-07-25T07:16:46+00:00,2.7333333333333334
158,16,60,2025-07-25T07:16:46+00:00,3.6
159,60,59,2025-07-25T07:16:46+00:00,3.033333333333333
160,59,5,2025-07-25T07:16:46+00:00,6.55
161,5,3,2025-07-25T07:16:46+00:00,33.86666666666667
162,3,58,2025-07-25T07:16:46+00:00,11.366666666666667
163,58,6,2025-07-25T07:16:46+00:00,4.85
164,21,39,2025-07-25T07:16:46+00:00,10.666666666666666
165,39,31,2025-07-25T07:16:46+00:00,2.283333333333333
166,31,9,2025-07-25T07:16:46+00:00,9.683333333333334
167,9,23,2025-07-25T07:16:46+00:00,7.1
168,23,34,2025-07-25T07:16:46+00:00,2.5166666666666666
169,34,56,2025-07-25T07:16:46+00:00,0.9666666666666668
170,56,6,2025-07-25T07:16:46+00:00,4.15
171,66,19,2025-07-25T07:16:46+00:00,3.45
172,19,51,2025-07-25T07:16:46+00:00,7.65
173,51,50,2025-07-25T07:16:46+00:00,2.833333333333333
174,50,35,2025-07-25T07:16:46+00:00,7.5
175,35,55,2025-07-25T07:16:46+00:00,1.2166666666666666
176,55,38,2025-07-25T07:16:46+00:00,2.083333333333333
177,38,6,2025-07-25T07:16:46+00:00,4.466666666666667
178,66,19,2025-07-25T07:16:46+00:00,6.516666666666667
179,19,51,2025-07-25T07:16:46+00:00,7.65
180,51,50,2025-07-25T07:16:46+00:00,3.05
181,50,35,2025-07-25T07:16:46+00:00,7.516666666666667
182,35,55,2025-07-25T07:16:46+00:00,1.2333333333333334
183,55,38,2025-07-25T07:16:46+00:00,0.0666666666666666
184,38,6,2025-07-25T07:16:46+00:00,4.15
185,66,19,2025-07-25T07:16:46+00:00,1.4833333333333334
186,19,50,2025-07-25T07:16:46+00:00,4.116666666666666
187,50,35,2025-07-25T07:16:46+00:00,7.5
188,35,55,2025-07-25T07:16:46+00:00,1.2166666666666666
189,55,38,2025-07-25T07:16:46+00:00,2.083333333333333
190,38,6,2025-07-25T07:16:46+00:00,4.433333333333334
191,17,63,2025-07-25T07:16:46+00:00,6.9
192,63,49,2025-07-25T07:16:46+00:00,0.95
193,49,64,2025-07-25T07:16:46+00:00,2.783333333333333
194,64,1,2025-07-25T07:16:46+00:00,9.25
195,1,34,2025-07-25T07:16:46+00:00,2.0
196,34,56,2025-07-25T07:16:46+00:00,0.75
197,56,6,2025-07-25T07:16:46+00:00,2.066666666666667
198,52,41,2025-07-25T07:16:46+00:00,2.6166666666666667
199,41,49,2025-07-25T07:16:46+00:00,4.083333333333333
200,49,5,2025-07-25T07:16:46+00:00,9.266666666666667
201,5,3,2025-07-25T07:16:46+00:00,1.0333333333333334
202,3,58,2025-07-25T07:16:46+00:00,1.5833333333333333
203,58,6,2025-07-25T07:16:46+00:00,0.9666666666666668
204,42,54,2025-07-25T07:16:46+00:00,8.616666666666667
205,54,64,2025-07-25T07:16:46+00:00,3.683333333333333
206,64,1,2025-07-25T07:16:46+00:00,20.65
207,1,34,2025-07-25T07:16:46+00:00,1.45
208,34,56,2025-07-25T07:16:46+00:00,1.2
209,56,6,2025-07-25T07:16:46+00:00,2.4833333333333334
210,18,39,2025-07-25T07:16:46+00:00,1.7166666666666666
211,39,31,2025-07-25T07:16:46+00:00,3.3833333333333333
212,31,9,2025-07-25T07:16:46+00:00,9.266666666666667
213,9,1,2025-07-25T07:16:46+00:00,11.766666666666667
214,1,34,2025-07-25T07:16:46+00:00,2.283333333333333
215,34,56,2025-07-25T07:16:46+00:00,0.8666666666666667
216,56,6,2025-07-25T07:16:46+00:00,2.283333333333333
217,66,19,2025-07-25T07:16:46+00:00,2.2
218,19,50,2025-07-25T07:16:46+00:00,8.433333333333334
219,50,35,2025-07-25T07:16:46+00:00,8.0
220,35,55,2025-07-25T07:16:46+00:00,1.15
221,55,38,2025-07-25T07:16:46+00:00,2.05
222,38,6,2025-07-25T07:16:46+00:00,3.2333333333333334
223,66,19,2025-07-25T07:16:46+00:00,0.7833333333333333
224,19,51,2025-07-25T07:16:46+00:00,8.083333333333334
225,51,50,2025-07-25T07:16:46+00:00,2.9166666666666665
226,50,35,2025-07-25T07:16:46+00:00,7.666666666666667
227,35,55,2025-07-25T07:16:46+00:00,1.3833333333333333
228,55,38,2025-07-25T07:16:46+00:00,0.0166666666666666
229,38,6,2025-07-25T07:16:46+00:00,3.583333333333333
230,21,39,2025-07-25T07:16:46+00:00,4.633333333333334
231,39,31,2025-07-25T07:16:46+00:00,3.0
232,31,9,2025-07-25T07:16:46+00:00,27.48333333333333
233,9,1,2025-07-25T07:16:46+00:00,25.433333333333334
234,1,34,2025-07-25T07:16:46+00:00,2.283333333333333
235,34,56,2025-07-25T07:16:46+00:00,0.8666666666666667
236,56,6,2025-07-25T07:16:46+00:00,2.283333333333333
237,24,39,2025-07-25T07:16:46+00:00,5.933333333333334
238,39,31,2025-07-25T07:16:46+00:00,1.9833333333333332
239,31,9,2025-07-25T07:16:46+00:00,7.75
240,9,1,2025-07-25T07:16:46+00:00,6.833333333333333
241,1,34,2025-07-25T07:16:46+00:00,1.2833333333333334
242,34,56,2025-07-25T07:16:46+00:00,0.9
243,56,6,2025-07-25T07:16:46+00:00,1.9
244,66,19,2025-07-25T07:16:46+00:00,1.2166666666666666
245,19,51,2025-07-25T07:16:46+00:00,4.733333333333333
246,51,50,2025-07-25T07:16:46+00:00,3.15
247,50,35,2025-07-25T07:16:46+00:00,7.616666666666666
248,35,55,2025-07-25T07:16:46+00:00,1.1
249,55,38,2025-07-25T07:16:46+00:00,1.85
250,38,6,2025-07-25T07:16:46+00:00,8.15
251,66,19,2025-07-25T07:16:46+00:00,6.166666666666667
252,19,50,2025-07-25T07:16:46+00:00,11.016666666666667
253,50,35,2025-07-25T07:16:46+00:00,7.566666666666666
254,35,55,2025-07-25T07:16:46+00:00,1.3333333333333333
255,55,38,2025-07-25T07:16:46+00:00,1.2
256,38,6,2025-07-25T07:16:46+00:00,4.266666666666667
257,61,39,2025-07-25T07:16:46+00:00,11.583333333333334
258,39,31,2025-07-25T07:16:46+00:00,1.5833333333333333
259,31,1,2025-07-25T07:16:46+00:00,13.6
260,1,34,2025-07-25T07:16:46+00:00,2.1
261,34,56,2025-07-25T07:16:46+00:00,0.8833333333333333
262,56,6,2025-07-25T07:16:46+00:00,2.05
263,66,19,2025-07-25T07:16:46+00:00,2.35
264,19,50,2025-07-25T07:16:46+00:00,9.766666666666667
265,50,35,2025-07-25T07:16:46+00:00,7.966666666666667
266,35,55,2025-07-25T07:16:46+00:00,1.4
267,55,38,2025-07-25T07:16:46+00:00,1.8
268,38,6,2025-07-25T07:16:46+00:00,4.283333333333333
269,66,19,2025-07-25T07:16:46+00:00,0.2833333333333333
270,19,51,2025-07-25T07:16:46+00:00,7.95
271,51,50,2025-07-25T07:16:46+00:00,3.0166666666666666
272,50,35,2025-07-25T07:16:46+00:00,7.933333333333334
273,35,55,2025-07-25T07:16:46+00:00,1.1166666666666667
274,55,38,2025-07-25T07:16:46+00:00,0.0666666666666666
275,38,6,2025-07-25T07:16:46+00:00,8.183333333333334
276,66,19,2025-07-25T07:16:46+00:00,0.8666666666666667
277,19,51,2025-07-25T07:16:46+00:00,7.933333333333334
278,51,50,2025-07-25T07:16:46+00:00,3.066666666666667
279,50,35,2025-07-25T07:16:46+00:00,7.55
280,35,55,2025-07-25T07:16:46+00:00,1.1333333333333333
281,55,38,2025-07-25T07:16:46+00:00,0.9833333333333332
282,38,6,2025-07-25T07:16:46+00:00,8.7
283,66,19,2025-07-25T07:16:46+00:00,3.3666666666666667
284,19,51,2025-07-25T07:16:46+00:00,8.05
285,51,50,2025-07-25T07:16:46+00:00,3.45
286,50,35,2025-07-25T07:16:46+00:00,7.983333333333333
287,35,55,2025-07-25T07:16:46+00:00,1.4
288,55,38,2025-07-25T07:16:46+00:00,1.8
289,38,6,2025-07-25T07:16:46+00:00,8.733333333333333
290,66,51,2025-07-25T07:16:46+00:00,2.933333333333333
291,51,50,2025-07-25T07:16:46+00:00,7.7
292,50,35,2025-07-25T07:16:46+00:00,7.75
293,35,55,2025-07-25T07:16:46+00:00,0.9
294,55,38,2025-07-25T07:16:46+00:00,1.6
295,38,6,2025-07-25T07:16:46+00:00,5.25
296,66,19,2025-07-25T07:16:46+00:00,2.15
297,19,51,2025-07-25T07:16:46+00:00,4.9
298,51,50,2025-07-25T07:16:46+00:00,3.45
299,50,35,2025-07-25T07:16:46+00:00,7.983333333333333
300,35,55,2025-07-25T07:16:46+00:00,1.4
301,55,38,2025-07-25T07:16:46+00:00,1.8
302,38,6,2025-07-25T07:16:46+00:00,8.966666666666667
303,66,19,2025-07-25T07:16:46+00:00,2.216666666666667
304,19,50,2025-07-25T07:16:46+00:00,3.183333333333333
305,50,35,2025-07-25T07:16:46+00:00,7.75
306,35,55,2025-07-25T07:16:46+00:00,0.9
307,55,38,2025-07-25T07:16:46+00:00,1.6
308,38,6,2025-07-25T07:16:46+00:00,8.6
309,2,50,2025-07-25T07:16:46+00:00,3.066666666666667
310,50,35,2025-07-25T07:16:46+00:00,7.75
311,35,55,2025-07-25T07:16:46+00:00,0.9
312,55,38,2025-07-25T07:16:46+00:00,0.1333333333333333
313,38,6,2025-07-25T07:16:46+00:00,8.6
314,66,19,2025-07-25T07:16:46+00:00,2.1666666666666665
315,19,50,2025-07-25T07:16:46+00:00,12.916666666666666
316,50,35,2025-07-25T07:16:46+00:00,7.966666666666667
317,35,55,2025-07-25T07:16:46+00:00,1.4
318,55,38,2025-07-25T07:16:46+00:00,1.8
319,38,6,2025-07-25T07:16:46+00:00,8.75
320,66,19,2025-07-25T07:16:46+00:00,1.3333333333333333
321,19,51,2025-07-25T07:16:46+00:00,4.483333333333333
322,51,50,2025-07-25T07:16:46+00:00,3.1
323,50,35,2025-07-25T07:16:46+00:00,7.883333333333334
324,35,55,2025-07-25T07:16:46+00:00,5.366666666666666
325,55,38,2025-07-25T07:16:46+00:00,1.8
326,38,6,2025-07-25T07:16:46+00:00,8.9
327,66,19,2025-07-25T07:16:46+00:00,2.65
328,19,50,2025-07-25T07:16:46+00:00,4.133333333333334
329,50,35,2025-07-25T07:16:46+00:00,8.116666666666667
330,35,55,2025-07-25T07:16:46+00:00,0.9
331,55,38,2025-07-25T07:16:46+00:00,0.0666666666666666
332,38,6,2025-07-25T07:16:46+00:00,4.216666666666667
333,66,19,2025-07-25T07:16:46+00:00,4.3
334,19,51,2025-07-25T07:16:46+00:00,8.116666666666667
335,51,50,2025-07-25T07:16:46+00:00,3.066666666666667
336,50,35,2025-07-25T07:16:46+00:00,8.166666666666666
337,35,55,2025-07-25T07:16:46+00:00,0.9333333333333332
338,55,38,2025-07-25T07:16:46+00:00,1.8833333333333333
339,38,6,2025-07-25T07:16:46+00:00,9.85
340,66,19,2025-07-25T07:16:46+00:00,1.9
341,19,50,2025-07-25T07:16:46+00:00,9.183333333333334
342,50,35,2025-07-25T07:16:46+00:00,8.233333333333333
343,35,55,2025-07-25T07:16:46+00:00,1.2666666666666666
344,55,38,2025-07-25T07:16:46+00:00,0.0666666666666666
345,38,6,2025-07-25T07:16:46+00:00,9.666666666666666
346,2,50,2025-07-25T07:16:46+00:00,3.283333333333333
347,50,35,2025-07-25T07:16:46+00:00,8.116666666666667
348,35,55,2025-07-25T07:16:46+00:00,0.9
349,55,38,2025-07-25T07:16:46+00:00,0.0666666666666666
350,38,6,2025-07-25T07:16:46+00:00,4.233333333333333
351,66,19,2025-07-25T07:16:46+00:00,0.0166666666666666
352,19,51,2025-07-25T07:16:46+00:00,4.766666666666667
353,51,50,2025-07-25T07:16:46+00:00,2.966666666666667
354,50,35,2025-07-25T07:16:46+00:00,7.85
355,35,55,2025-07-25T07:16:46+00:00,0.9333333333333332
356,55,38,2025-07-25T07:16:46+00:00,1.8833333333333333
357,38,6,2025-07-25T07:16:46+00:00,10.4
358,66,19,2025-07-25T07:16:46+00:00,1.35
359,19,51,2025-07-25T07:16:46+00:00,4.766666666666667
360,51,50,2025-07-25T07:16:46+00:00,3.216666666666667
361,50,35,2025-07-25T07:16:46+00:00,7.666666666666667
362,35,55,2025-07-25T07:16:46+00:00,1.2833333333333334
363,55,38,2025-07-25T07:16:46+00:00,0.1166666666666666
364,38,6,2025-07-25T07:16:46+00:00,5.966666666666667
365,66,19,2025-07-25T07:16:46+00:00,0.0166666666666666
366,19,51,2025-07-25T07:16:46+00:00,4.75
367,51,50,2025-07-25T07:16:46+00:00,3.066666666666667
368,50,35,2025-07-25T07:16:46+00:00,7.683333333333334
369,35,55,2025-07-25T07:16:46+00:00,1.1833333333333331
370,55,38,2025-07-25T07:16:46+00:00,0.0833333333333333
371,38,6,2025-07-25T07:16:46+00:00,3.7
372,2,50,2025-07-25T07:16:46+00:00,11.8
373,50,35,2025-07-25T07:16:46+00:00,7.466666666666667
374,35,55,2025-07-25T07:16:46+00:00,0.4833333333333333
375,55,38,2025-07-25T07:16:46+00:00,1.7333333333333334
376,38,6,2025-07-25T07:16:46+00:00,2.95
377,66,51,2025-07-25T07:16:46+00:00,28.566666666666663
378,51,50,2025-07-25T07:16:46+00:00,3.066666666666667
379,50,35,2025-07-25T07:16:46+00:00,7.666666666666667
380,35,55,2025-07-25T07:16:46+00:00,1.2
381,55,38,2025-07-25T07:16:46+00:00,0.05
382,38,6,2025-07-25T07:16:46+00:00,7.7
383,66,19,2025-07-25T07:16:46+00:00,1.7333333333333334
384,19,51,2025-07-25T07:16:46+00:00,4.633333333333334
385,51,50,2025-07-25T07:16:46+00:00,2.95
386,50,35,2025-07-25T07:16:46+00:00,7.566666666666666
387,35,55,2025-07-25T07:16:46+00:00,1.1333333333333333
388,55,38,2025-07-25T07:16:46+00:00,0.0666666666666666
389,38,6,2025-07-25T07:16:46+00:00,7.15
390,66,51,2025-07-25T07:16:46+00:00,76.68333333333334
391,51,50,2025-07-25T07:16:46+00:00,3.0166666666666666
392,50,35,2025-07-25T07:16:46+00:00,7.766666666666667
393,35,55,2025-07-25T07:16:46+00:00,1.35
394,55,38,2025-07-25T07:16:46+00:00,0.1333333333333333
395,38,6,2025-07-25T07:16:46+00:00,7.466666666666667
396,66,19,2025-07-25T07:16:46+00:00,1.6833333333333331
397,19,51,2025-07-25T07:16:46+00:00,4.65
398,51,50,2025-07-25T07:16:46+00:00,3.1666666666666665
399,50,35,2025-07-25T07:16:46+00:00,7.533333333333333
400,35,55,2025-07-25T07:16:46+00:00,1.3
401,55,38,2025-07-25T07:16:46+00:00,0.1666666666666666
402,38,6,2025-07-25T07:16:46+00:00,4.05
403,66,19,2025-07-25T07:16:46+00:00,6.65
404,19,51,2025-07-25T07:16:46+00:00,7.983333333333333
405,51,50,2025-07-25T07:16:46+00:00,3.05
406,50,35,2025-07-25T07:16:46+00:00,7.6
407,35,55,2025-07-25T07:16:46+00:00,1.3
408,55,38,2025-07-25T07:16:46+00:00,0.1666666666666666
409,38,6,2025-07-25T07:16:46+00:00,6.7
410,66,19,2025-07-25T07:16:46+00:00,1.4166666666666667
411,19,51,2025-07-25T07:16:46+00:00,4.616666666666666
412,51,50,2025-07-25T07:16:46+00:00,3.3
413,50,35,2025-07-25T07:16:46+00:00,7.316666666666666
414,35,55,2025-07-25T07:16:46+00:00,1.2833333333333334
415,55,38,2025-07-25T07:16:46+00:00,0.2333333333333333
416,38,6,2025-07-25T07:16:46+00:00,9.083333333333334
417,66,19,2025-07-25T07:16:46+00:00,2.05
418,19,50,2025-07-25T07:16:46+00:00,4.1
419,50,35,2025-07-25T07:16:46+00:00,7.333333333333333
420,35,55,2025-07-25T07:16:46+00:00,1.2166666666666666
421,55,38,2025-07-25T07:16:46+00:00,0.2333333333333333
422,38,6,2025-07-25T07:16:46+00:00,8.066666666666666
423,66,19,2025-07-25T07:16:46+00:00,0.0333333333333333
424,19,51,2025-07-25T07:16:46+00:00,7.983333333333333
425,51,50,2025-07-25T07:16:46+00:00,3.05
426,50,35,2025-07-25T07:16:46+00:00,7.566666666666666
427,35,55,2025-07-25T07:16:46+00:00,1.3
428,55,38,2025-07-25T07:16:46+00:00,0.1666666666666666
429,38,6,2025-07-25T07:16:46+00:00,7.116666666666666
430,66,19,2025-07-25T07:16:46+00:00,0.1166666666666666
431,19,51,2025-07-25T07:16:46+00:00,4.633333333333334
432,51,50,2025-07-25T07:16:46+00:00,2.933333333333333
433,50,35,2025-07-25T07:16:46+00:00,8.233333333333333
434,35,55,2025-07-25T07:16:46+00:00,1.3166666666666669
435,55,38,2025-07-25T07:16:46+00:00,0.0833333333333333
436,38,6,2025-07-25T07:16:46+00:00,8.883333333333333
437,66,19,2025-07-25T07:16:46+00:00,5.25
438,19,50,2025-07-25T07:16:46+00:00,4.266666666666667
439,50,35,2025-07-25T07:16:46+00:00,7.433333333333334
440,35,55,2025-07-25T07:16:46+00:00,1.1833333333333331
441,55,38,2025-07-25T07:16:46+00:00,0.0666666666666666
442,38,6,2025-07-25T07:16:46+00:00,5.383333333333334
443,66,19,2025-07-25T07:16:46+00:00,4.633333333333334
444,19,50,2025-07-25T07:16:46+00:00,6.383333333333334
445,50,35,2025-07-25T07:16:46+00:00,7.483333333333333
446,35,55,2025-07-25T07:16:46+00:00,1.3
447,55,38,2025-07-25T07:16:46+00:00,0.1
448,38,6,2025-07-25T07:16:46+00:00,2.7333333333333334
449,66,19,2025-07-25T07:16:46+00:00,0.95
450,19,50,2025-07-25T07:16:46+00:00,4.2
451,50,35,2025-07-25T07:16:46+00:00,7.883333333333334
452,35,55,2025-07-25T07:16:46+00:00,1.2
453,55,38,2025-07-25T07:16:46+00:00,0.05
454,38,6,2025-07-25T07:16:46+00:00,4.25
455,66,19,2025-07-25T07:16:46+00:00,1.75
456,19,51,2025-07-25T07:16:46+00:00,4.55
457,51,50,2025-07-25T07:16:46+00:00,3.633333333333333
458,50,35,2025-07-25T07:16:46+00:00,7.316666666666666
459,35,55,2025-07-25T07:16:46+00:00,1.2166666666666666
460,55,38,2025-07-25T07:16:46+00:00,0.1833333333333333
461,38,6,2025-07-25T07:16:46+00:00,4.533333333333333
462,66,19,2025-07-25T07:16:46+00:00,0.4333333333333333
463,19,51,2025-07-25T07:16:46+00:00,4.633333333333334
464,51,50,2025-07-25T07:16:46+00:00,2.966666666666667
465,50,35,2025-07-25T07:16:46+00:00,7.616666666666666
466,35,55,2025-07-25T07:16:46+00:00,1.3333333333333333
467,55,38,2025-07-25T07:16:46+00:00,0.1333333333333333
468,38,6,2025-07-25T07:16:46+00:00,8.0
