source_id,destination_id
41,49
23,34
8,48
5,3
9,1
2,50
20,31
21,39
35,1
49,64
19,50
37,1
39,28
47,11
40,27
32,7
45,53
42,54
51,50
31,35
63,49
55,38
12,49
31,1
3,58
29,22
48,44
57,1
44,10
50,35
46,31
18,39
35,55
53,36
16,60
30,31
32,43
60,59
24,39
14,25
25,1
13,11
9,23
61,39
64,1
65,30
31,62
54,64
56,6
19,51
7,43
10,5
27,39
38,6
31,9
52,41
11,49
33,46
31,57
34,56
1,34
66,51
62,1
26,8
31,4
22,1
60,49
58,6
4,5
59,5
36,3
13,47
17,63
48,4
66,19
43,35
27,48
15,37
28,1
39,31
11,12
49,5
